page,country,rev_id,Population mid-2018 (millions),prediction
Carey Carrington,New Zealand,791280757.0,4.9,Stub
"Thomas Shailer Weston, Jr.",New Zealand,791316755.0,4.9,Stub
John Channing Buckland,New Zealand,791410774.0,4.9,Stub
Heather Tanguay,New Zealand,791594053.0,4.9,Start
Bob Jones (businessman),New Zealand,791785074.0,4.9,C
William Murison,New Zealand,791894738.0,4.9,Stub
Colin Kay,New Zealand,792248954.0,4.9,C
Barrie Hutchinson,New Zealand,792252332.0,4.9,Stub
Puti Tipene Watene,New Zealand,792612856.0,4.9,C
William Hunter Reynolds,New Zealand,793030291.0,4.9,Start
Arthur Carman,New Zealand,793053467.0,4.9,Start
Electoral history of Andrew Little,New Zealand,793350678.0,4.9,Start
Catherine Isaac,New Zealand,793351204.0,4.9,Start
Cathy Casey,New Zealand,793361636.0,4.9,Start
Robert James Creighton,New Zealand,793457102.0,4.9,Start
Mark Woolf Silverstone,New Zealand,793812564.0,4.9,Start
Jill Ovens,New Zealand,793830567.0,4.9,Start
Thyra Talvase Bethell,New Zealand,793992057.0,4.9,Stub
Charles Chauvel (politician),New Zealand,794098126.0,4.9,C
Bendix Hallenstein,New Zealand,794156042.0,4.9,Start
Harry Dansey,New Zealand,794465103.0,4.9,Start
Robert Logan (politician),New Zealand,794476590.0,4.9,GA
Claudette Hauiti,New Zealand,794622116.0,4.9,Start
Hoani Nahi,New Zealand,795274303.0,4.9,Start
Christine Rankin,New Zealand,795898270.0,4.9,Start
Charles Speight (rugby union),New Zealand,795906553.0,4.9,Stub
George Morris (New Zealand politician),New Zealand,796211571.0,4.9,Start
Colin King-Ansell,New Zealand,796443128.0,4.9,Start
Jim Edwards (political activist),New Zealand,796656501.0,4.9,Stub
John Martin (New Zealand politician),New Zealand,796750955.0,4.9,Stub
Michael Appleby (politician),New Zealand,796752031.0,4.9,Start
Paul Quinn (New Zealand politician),New Zealand,796757244.0,4.9,Start
Miriam Dell,New Zealand,797029702.0,4.9,Start
Margaret Magill,New Zealand,797303861.0,4.9,C
Sue Wood,New Zealand,797306751.0,4.9,Stub
Paddy Webb,New Zealand,797369399.0,4.9,C
Roy Ferguson,New Zealand,797528115.0,4.9,Start
Rod Donald,New Zealand,797608283.0,4.9,Start
William Perry (New Zealand politician),New Zealand,797630038.0,4.9,Start
Hector Christie,New Zealand,797632119.0,4.9,Stub
Algie Rainbow,New Zealand,797632476.0,4.9,Stub
Charles Gilbert White,New Zealand,797632557.0,4.9,Stub
Ethel Marion Gould,New Zealand,797632717.0,4.9,Stub
William Jones (New Zealand politician),New Zealand,797633194.0,4.9,Stub
Chris Trotter,New Zealand,798015829.0,4.9,Start
Neill Aylmer Rattray,New Zealand,798753744.0,4.9,Stub
Mary Harriet McGowan King,New Zealand,799002829.0,4.9,Stub
Jamie Whyte,New Zealand,799050216.0,4.9,Start
Rosemary Banks,New Zealand,799135625.0,4.9,Stub
David Kirk,New Zealand,799181190.0,4.9,C
Arapeta Awatere,New Zealand,799196115.0,4.9,Stub
Alice Basten,New Zealand,799197029.0,4.9,Stub
Marmaduke Nixon,New Zealand,799292885.0,4.9,Stub
Richard Prebble,New Zealand,799371221.0,4.9,C
Howie Tamati,New Zealand,799371877.0,4.9,C
William Hall-Jones,New Zealand,799563817.0,4.9,C
Francis Bell (New Zealand politician),New Zealand,799563917.0,4.9,C
Mete Paetahi,New Zealand,799608963.0,4.9,Start
William Gibbs (New Zealand politician),New Zealand,799622230.0,4.9,Stub
Sandra Goudie,New Zealand,799702128.0,4.9,Start
Jill Amos,New Zealand,799983426.0,4.9,Start
Gary Troup,New Zealand,800059880.0,4.9,Start
Harriet Louisa Browne,New Zealand,800127648.0,4.9,Stub
Sandra Coney,New Zealand,800128880.0,4.9,C
George Vesey Stewart,New Zealand,800294304.0,4.9,Start
Richard Hills (politician),New Zealand,800507630.0,4.9,Start
John Coster,New Zealand,800604650.0,4.9,Stub
Kenneth Wang,New Zealand,800635039.0,4.9,Start
Moira Coatsworth,New Zealand,800666792.0,4.9,Start
Kyle Chapman,New Zealand,800710061.0,4.9,C
Inky Tulloch,New Zealand,800745960.0,4.9,Start
Electoral history of Norman Kirk,New Zealand,800861407.0,4.9,Start
Thomas Mackenzie,New Zealand,800962046.0,4.9,Start
Ada Wells,New Zealand,801130115.0,4.9,C
Electoral history of Arnold Nordmeyer,New Zealand,801323063.0,4.9,Start
Electoral history of George Forbes,New Zealand,801323527.0,4.9,Start
Electoral history of Gordon Coates,New Zealand,801323598.0,4.9,Start
Electoral history of John Key,New Zealand,801323798.0,4.9,Start
Electoral history of Metiria Turei,New Zealand,801323870.0,4.9,Start
Electoral history of Michael Joseph Savage,New Zealand,801323874.0,4.9,Start
Electoral history of Peter Fraser,New Zealand,801323986.0,4.9,Start
Electoral history of Thomas Wilford,New Zealand,801324372.0,4.9,Start
Electoral history of Walter Nash,New Zealand,801324400.0,4.9,Start
Eve Poole,New Zealand,801543837.0,4.9,Start
Richard Seddon,New Zealand,801552164.0,4.9,B
Julius Vogel,New Zealand,802061698.0,4.9,C
Russel Norman,New Zealand,802234680.0,4.9,C
Marilyn Waring,New Zealand,802262962.0,4.9,C
Eva Rickard,New Zealand,802310130.0,4.9,Start
John Wright (politician),New Zealand,802609214.0,4.9,Start
Falani Aukuso,New Zealand,802695922.0,4.9,Start
Bruce Beetham,New Zealand,803055004.0,4.9,C
Francis Kelly (New Zealand politician),New Zealand,803148651.0,4.9,Stub
George Horne (politician),New Zealand,803289828.0,4.9,Start
Philippa Baker (rower),New Zealand,803306591.0,4.9,GA
Electoral history of Jack Marshall,New Zealand,803553831.0,4.9,Start
Linda Cooper (politician),New Zealand,803673359.0,4.9,Start
Ben Sandford,New Zealand,803673614.0,4.9,Start
Damian Light,New Zealand,803674050.0,4.9,Start
Jo Giles,New Zealand,803715294.0,4.9,Start
Bhupinder Singh (New Zealand cricketer),New Zealand,803727605.0,4.9,Stub
Henry Bunny,New Zealand,803738015.0,4.9,C
Gordon Coates,New Zealand,803815362.0,4.9,C
Francis Gledhill,New Zealand,803912827.0,4.9,Stub
James Yems,New Zealand,803980721.0,4.9,Start
Charles William Wyatt,New Zealand,804010623.0,4.9,Stub
Lindsay Perigo,New Zealand,804036210.0,4.9,Start
Alamein Kopu,New Zealand,804142943.0,4.9,C
Nic Vallance,New Zealand,804220891.0,4.9,Stub
James Rutherford (New Zealand politician),New Zealand,804233498.0,4.9,Stub
William Archibald Murray,New Zealand,804234135.0,4.9,Stub
James McDonald (New Zealand politician),New Zealand,804234143.0,4.9,Stub
Hone Harawira,New Zealand,804258962.0,4.9,GA
Bob Semple,New Zealand,804302490.0,4.9,C
Roger Douglas,New Zealand,804303129.0,4.9,FA
Laila Harré,New Zealand,804417076.0,4.9,C
Marama Fox,New Zealand,804419108.0,4.9,Start
Bill Gudgeon,New Zealand,804542430.0,4.9,Stub
Edwin Perry,New Zealand,804542709.0,4.9,Stub
Ann Batten,New Zealand,804542727.0,4.9,Start
Rana Waitai,New Zealand,804542735.0,4.9,Start
Jenny Bloxham,New Zealand,804542738.0,4.9,Stub
Tu Wyllie,New Zealand,804542774.0,4.9,C
Tuku Morgan,New Zealand,804542964.0,4.9,Start
Gilbert Myles,New Zealand,804543134.0,4.9,Start
William Levin,New Zealand,804597464.0,4.9,Start
Alexander McNeill (New Zealand politician),New Zealand,804933697.0,4.9,Start
Tuariki Delamere,New Zealand,804937228.0,4.9,C
Paul Foster-Bell,New Zealand,804964974.0,4.9,GA
Matt McCarten,New Zealand,804978827.0,4.9,C
Electoral history of David Shearer,New Zealand,804980011.0,4.9,Start
Metiria Turei,New Zealand,804980636.0,4.9,GA
Ross Meurant,New Zealand,805039900.0,4.9,C
James Rolland,New Zealand,805059494.0,4.9,Start
George Clarke (judge),New Zealand,805079321.0,4.9,Start
Electoral history of David Lange,New Zealand,805121655.0,4.9,Start
John Walker (runner),New Zealand,805250547.0,4.9,C
Taito Phillip Field,New Zealand,805344728.0,4.9,C
Brian Tamaki,New Zealand,805344738.0,4.9,GA
Frederick Wayne,New Zealand,805376278.0,4.9,Stub
Georgina Beyer,New Zealand,805416252.0,4.9,C
John Te One Hippolite,New Zealand,805481501.0,4.9,Stub
Chris Laidlaw,New Zealand,805590464.0,4.9,C
Charles Lewis (New Zealand politician),New Zealand,805608718.0,4.9,C
List of New Zealand politicians,New Zealand,805703215.0,4.9,Start
Mike Walsh (diplomat),New Zealand,805748321.0,4.9,Stub
Mike Ward (New Zealand politician),New Zealand,806127588.0,4.9,Start
Maureen Waaka,New Zealand,806214857.0,4.9,Start
Robert Campbell Begg,New Zealand,806263292.0,4.9,Stub
Harete Hipango,New Zealand,806289913.0,4.9,Stub
Denise Lee,New Zealand,806290071.0,4.9,Start
Erica Stanford,New Zealand,806290437.0,4.9,Stub
Jenny Marcroft,New Zealand,806294764.0,4.9,Stub
Mark Patterson (New Zealand politician),New Zealand,806294887.0,4.9,Start
Kiri Allan,New Zealand,806295445.0,4.9,Stub
Ginny Andersen,New Zealand,806295502.0,4.9,Start
Liz Craig,New Zealand,806295531.0,4.9,C
Paul Eagle,New Zealand,806295640.0,4.9,C
Anahila Kanongata'a-Suisuiki,New Zealand,806295714.0,4.9,Stub
Marja Lubeck,New Zealand,806295808.0,4.9,Start
Jo Luxton,New Zealand,806295819.0,4.9,Stub
Willow-Jean Prime,New Zealand,806296014.0,4.9,Start
Priyanca Radhakrishnan,New Zealand,806296022.0,4.9,Start
Deborah Russell,New Zealand,806296099.0,4.9,Start
Louisa Wall,New Zealand,806296503.0,4.9,Start
Saul Goldsmith,New Zealand,806305670.0,4.9,C
Electoral history of Grant Robertson,New Zealand,806306633.0,4.9,Start
Jan Tinetti,New Zealand,806309568.0,4.9,Start
Electoral history of James Shaw,New Zealand,806311737.0,4.9,Start
Don Brash,New Zealand,806327502.0,4.9,C
Peter Fraser (New Zealand politician),New Zealand,806328295.0,4.9,C
George Forbes (New Zealand politician),New Zealand,806328336.0,4.9,C
Harry Holland,New Zealand,806328391.0,4.9,C
Joseph Ward,New Zealand,806328417.0,4.9,C
William MacDonald (New Zealand politician),New Zealand,806328438.0,4.9,Start
Thomas Wilford,New Zealand,806328445.0,4.9,C
William Massey,New Zealand,806328489.0,4.9,C
John Ballance,New Zealand,806328561.0,4.9,C
James Peter Speid Jamieson,New Zealand,806333585.0,4.9,Stub
Rodney Hide,New Zealand,806338517.0,4.9,C
Jami-Lee Ross,New Zealand,806339105.0,4.9,Start
Tariana Turia,New Zealand,806339135.0,4.9,C
Pita Sharples,New Zealand,806339151.0,4.9,Start
Georgina te Heuheu,New Zealand,806339888.0,4.9,Start
Manahi Nitama Paewai,New Zealand,806340070.0,4.9,Start
John Bevan (politician),New Zealand,806378025.0,4.9,Stub
Bruce Jesson,New Zealand,806394681.0,4.9,C
Ian Hill (diplomat),New Zealand,806408125.0,4.9,Stub
Jim Anderton,New Zealand,806428388.0,4.9,C
Graham Capill,New Zealand,806460468.0,4.9,C
Graham Scott (public servant),New Zealand,806469333.0,4.9,Stub
Grahame Thorne,New Zealand,806471954.0,4.9,C
Chlöe Swarbrick,New Zealand,806571590.0,4.9,C
John Fisher (New Zealand politician),New Zealand,806590872.0,4.9,Stub
Electoral history of Jacinda Ardern,New Zealand,806621875.0,4.9,Start
Golriz Ghahraman,New Zealand,806637530.0,4.9,Start
Maryan Street,New Zealand,806656061.0,4.9,C
Bernard Darnton,New Zealand,806670928.0,4.9,Start
Electoral history of Robert Muldoon,New Zealand,806781671.0,4.9,Start
Ned Parata,New Zealand,806822665.0,4.9,Start
Georgina Morrison,New Zealand,806999239.0,4.9,Stub
Tamati Coffey,New Zealand,807100174.0,4.9,C
Leader of the Opposition (New Zealand),New Zealand,807123721.0,4.9,C
Minister of Corrections (New Zealand),New Zealand,807138415.0,4.9,Start
Minister for Infrastructure (New Zealand),New Zealand,807138845.0,4.9,Start
Peter Dunne,New Zealand,807139432.0,4.9,C
Minister of Health (New Zealand),New Zealand,807139469.0,4.9,Start
Chris Finlayson,New Zealand,807141476.0,4.9,C
Minister of Justice (New Zealand),New Zealand,807151209.0,4.9,Start
Te Ururoa Flavell,New Zealand,807160048.0,4.9,C
Minister of State Owned Enterprises,New Zealand,807163034.0,4.9,Start
Grant Robertson,New Zealand,807163829.0,4.9,C
Leader of the New Zealand Labour Party,New Zealand,807166475.0,4.9,C
Willie Jackson (politician),New Zealand,807167711.0,4.9,C
Dick Quax,New Zealand,807230769.0,4.9,C
John Tamihere,New Zealand,807291733.0,4.9,C
Dove-Myer Robinson,New Zealand,807314200.0,4.9,Start
Ken Mair,New Zealand,807335626.0,4.9,Stub
Electoral history of George Grey,New Zealand,807339767.0,4.9,Start
Thomas Ellison,New Zealand,807368808.0,4.9,FA
Winston Peters,New Zealand,807372285.0,4.9,C
Freda Ellen Barnes,New Zealand,807406519.0,4.9,Stub
Ian Lawrence (mayor),New Zealand,807408010.0,4.9,Start
John Key,New Zealand,807420229.0,4.9,FA
Wizard of New Zealand,New Zealand,807438625.0,4.9,C
James Shaw (New Zealand politician),New Zealand,807446716.0,4.9,C
Jan Logie,New Zealand,807449963.0,4.9,Start
Jacinda Ardern,New Zealand,807473769.0,4.9,GA
County governor (Lithuania),Lithuania,663880497.0,2.8,Stub
Zenonas Petras Adomaitis,Lithuania,707895202.0,2.8,Stub
Vytautas Arbačiauskas,Lithuania,708052656.0,2.8,Stub
Adolfas Šleževičius,Lithuania,708768311.0,2.8,Start
Juozas Baranauskas,Lithuania,709423941.0,2.8,Start
Juozas Bastys,Lithuania,709510438.0,2.8,Start
Aleksandras Bendinskas,Lithuania,709797859.0,2.8,Start
Arvydas Bajoras,Lithuania,710158039.0,2.8,Stub
Alfonsas Petrulis,Lithuania,710220764.0,2.8,Stub
Alis Vidūnas,Lithuania,711117871.0,2.8,Stub
Jurgis Šaulys,Lithuania,711936216.0,2.8,Start
Romualdas Ignas Bloškys,Lithuania,712796281.0,2.8,Stub
Jonas Algirdas Antanaitis,Lithuania,713000458.0,2.8,Stub
Antanas Būdvytis,Lithuania,713141918.0,2.8,Stub
Vytautas Algimantas Buinevičius,Lithuania,713314328.0,2.8,Stub
Vladas Butėnas,Lithuania,713867065.0,2.8,Start
Povilas Vasiliauskas,Lithuania,714035260.0,2.8,Stub
Kazimierz Narutowicz,Lithuania,714982222.0,2.8,Stub
Antanas Purėnas,Lithuania,715380075.0,2.8,Stub
Mykolas Arlauskas,Lithuania,715647796.0,2.8,Stub
Rimantas Astrauskas,Lithuania,715647929.0,2.8,Stub
Donatas Morkūnas,Lithuania,715679199.0,2.8,Stub
Jurgis Jurgelis,Lithuania,715690269.0,2.8,Stub
Jonas Smilgevičius,Lithuania,716698078.0,2.8,Stub
Alfonsas Žalys,Lithuania,717343848.0,2.8,Stub
Eduardas Vilkas,Lithuania,717343869.0,2.8,Stub
Povilas Varanauskas,Lithuania,717343893.0,2.8,Stub
Birutė Valionytė,Lithuania,717343917.0,2.8,Stub
Algimantas Vincas Ulba,Lithuania,717343959.0,2.8,Stub
Vladas Terleckas,Lithuania,717344023.0,2.8,Stub
Aurimas Taurantas,Lithuania,717344042.0,2.8,Stub
Jonas Tamulis,Lithuania,717344068.0,2.8,Stub
Gediminas Šerkšnys,Lithuania,717344108.0,2.8,Stub
Valerijonas Šadreika,Lithuania,717349523.0,2.8,Stub
Liudvikas Simutis,Lithuania,717349590.0,2.8,Stub
Antanas Karoblis,Lithuania,717349708.0,2.8,Stub
Juozas Karvelis,Lithuania,717349713.0,2.8,Stub
Stasys Kropas,Lithuania,717349724.0,2.8,Stub
Česlovas Kudaba,Lithuania,717349727.0,2.8,Stub
Algirdas Kumža,Lithuania,717349731.0,2.8,Stub
Jonas Mačys,Lithuania,717349756.0,2.8,Stub
Jokūbas Minkevičius,Lithuania,717349767.0,2.8,Stub
Kęstutis Rimkus,Lithuania,717349798.0,2.8,Stub
Liudvikas Saulius Razma,Lithuania,717349846.0,2.8,Stub
Vytautas Adolfas Puplauskas,Lithuania,717349982.0,2.8,Stub
Vytautas Paliūnas,Lithuania,717350049.0,2.8,Stub
Vidmantas Povilionis,Lithuania,717350089.0,2.8,Stub
Jonas Prapiestis,Lithuania,717350091.0,2.8,Stub
Gintaras Ramonas,Lithuania,717376298.0,2.8,Stub
Kazimieras Saja,Lithuania,717376338.0,2.8,Stub
Aleksandras Ambrazevičius,Lithuania,717385818.0,2.8,Stub
Zbignev Balcevič,Lithuania,717385902.0,2.8,Stub
Vladimiras Beriozovas,Lithuania,717385943.0,2.8,Stub
Vincas Ramutis Gudaitis,Lithuania,717387931.0,2.8,Stub
Stanislovas Gediminas Ilgūnas,Lithuania,717388019.0,2.8,Stub
Albinas Januška,Lithuania,717388042.0,2.8,Stub
Virgilijus Kačinskas,Lithuania,717388105.0,2.8,Stub
Algimantas Norvilas,Lithuania,717490915.0,2.8,Stub
Valdemaras Katkus,Lithuania,717491192.0,2.8,Stub
Romualdas Rudzys,Lithuania,717491326.0,2.8,Stub
Eugenijus Petrovas,Lithuania,717681748.0,2.8,Stub
Albertas Miškinis,Lithuania,717681821.0,2.8,Stub
Kęstutis Grinius,Lithuania,718884616.0,2.8,Stub
Vidmantas Plečkaitis,Lithuania,719870614.0,2.8,Stub
Virgilijus Vladislovas Bulovas,Lithuania,720674119.0,2.8,Start
Nerija Putinaitė,Lithuania,721436105.0,2.8,Stub
Vitalijus Satkevičius,Lithuania,722130164.0,2.8,Stub
Povilas Višinskis,Lithuania,722874876.0,2.8,Stub
Arkadi Kremer,Lithuania,723297506.0,2.8,Start
Darius Mažintas,Lithuania,723322611.0,2.8,Start
Leonas Alesionka,Lithuania,723366885.0,2.8,Start
Leyb Gorfinkel,Lithuania,723982122.0,2.8,Start
Petras Poškus,Lithuania,724336217.0,2.8,Stub
Albinas Albertynas,Lithuania,725807493.0,2.8,Stub
Justinas Staugaitis,Lithuania,731566260.0,2.8,Start
Vytautas Astrauskas (physician),Lithuania,733425882.0,2.8,Start
Arūnas Eigirdas,Lithuania,735505579.0,2.8,Stub
Rolandas Paulauskas,Lithuania,740525280.0,2.8,Stub
Gintautas Iešmantas,Lithuania,742331471.0,2.8,Stub
Antanas Venclova,Lithuania,744434053.0,2.8,Start
Mečislovas Gedvilas,Lithuania,746678616.0,2.8,Start
Leonas Apšega,Lithuania,746939411.0,2.8,Stub
Vytautas Bubnys,Lithuania,747999957.0,2.8,Start
Zigmas Vaišvila,Lithuania,749805264.0,2.8,Stub
Zita Loseva,Lithuania,750063120.0,2.8,Stub
Alvydas Baležentis,Lithuania,751562317.0,2.8,Stub
Bronius Kuzmickas,Lithuania,753416767.0,2.8,Stub
Česlav Okinčic,Lithuania,755824049.0,2.8,Stub
Eimantas Grakauskas,Lithuania,755829290.0,2.8,Stub
Jonas Liaučius,Lithuania,755829438.0,2.8,Stub
Irena Andriukaitienė,Lithuania,755830433.0,2.8,Stub
Rimvydas Valatka,Lithuania,755831009.0,2.8,Stub
Romualdas Ozolas,Lithuania,755831505.0,2.8,Start
Liudvikas Narcizas Rasimavičius,Lithuania,755983717.0,2.8,Stub
Simon Yakovlevich Rosenbaum,Lithuania,755989057.0,2.8,Stub
Antanas Tumėnas,Lithuania,756138819.0,2.8,Stub
Jokūbas Šernas,Lithuania,756138923.0,2.8,Stub
Alfonsas Eidintas,Lithuania,756600070.0,2.8,Start
Antanas Valionis,Lithuania,757009179.0,2.8,Stub
Audrius Nakas,Lithuania,757009215.0,2.8,Stub
Egidijus Klumbys,Lithuania,757009346.0,2.8,Stub
Gediminas Vagnorius,Lithuania,757009362.0,2.8,Stub
Juozas Olekas,Lithuania,757009521.0,2.8,Stub
Naglis Puteikis,Lithuania,757009566.0,2.8,Start
Pranas Vilkas,Lithuania,757009567.0,2.8,Stub
Remigijus Žemaitaitis,Lithuania,757009594.0,2.8,Stub
Rimantas Dagys,Lithuania,757009607.0,2.8,Stub
Vidmantas Žiemelis,Lithuania,757009744.0,2.8,Stub
Vytautas Bogušis,Lithuania,757009801.0,2.8,Start
Dalia Kutraitė-Giedraitienė,Lithuania,757213827.0,2.8,Stub
Leokadija Počikovska,Lithuania,757214459.0,2.8,Stub
Vilija Aleknaitė-Abramikienė,Lithuania,757217591.0,2.8,Stub
Birutė Nedzinskienė,Lithuania,757340648.0,2.8,Stub
Moisei Rafes,Lithuania,757537980.0,2.8,Start
Stanislovas Buškevičius,Lithuania,761112423.0,2.8,Stub
Vanda Briedienė,Lithuania,762474757.0,2.8,Stub
Grzegorz Antoni Ogiński,Lithuania,763003560.0,2.8,Start
Sigita Burbienė,Lithuania,764042416.0,2.8,Stub
Irena Litvinovič,Lithuania,764042495.0,2.8,Stub
Vincė Vaidevutė Margevičienė,Lithuania,764042508.0,2.8,Stub
Loreta Graužinienė,Lithuania,765269475.0,2.8,Stub
Rima Baškienė,Lithuania,766128088.0,2.8,Stub
Stasys Lozoraitis (junior),Lithuania,766136182.0,2.8,Start
Zenonas Petrauskas,Lithuania,766289467.0,2.8,Stub
Jeronimas Plečkaitis,Lithuania,767682288.0,2.8,Stub
Visvaldas Mažonas,Lithuania,771865957.0,2.8,Start
Pranas Dovydaitis,Lithuania,772339091.0,2.8,Start
Dainius Kreivys,Lithuania,772923354.0,2.8,Stub
Rimantas Šidlauskas,Lithuania,773997941.0,2.8,Stub
Viktoras Muntianas,Lithuania,775045122.0,2.8,Stub
Nijolė Ambrazaitytė,Lithuania,775342407.0,2.8,Stub
Jakub Wygodzki,Lithuania,775942888.0,2.8,C
Jonas Černius,Lithuania,777370258.0,2.8,Stub
Stasys Lozoraitis,Lithuania,778127762.0,2.8,Start
Algirdas Monkevičius,Lithuania,781067153.0,2.8,Stub
Julian Klaczko,Lithuania,781412427.0,2.8,Start
Kazimieras Motieka,Lithuania,781457299.0,2.8,Stub
Vydas Gedvilas,Lithuania,782825232.0,2.8,Stub
Rasa Juknevičienė,Lithuania,782825252.0,2.8,Stub
Virgilijus Čepaitis,Lithuania,783224780.0,2.8,Start
Arvydas Juozaitis,Lithuania,783363064.0,2.8,Stub
Mark Natanson,Lithuania,783602298.0,2.8,C
Julius Brutzkus,Lithuania,783987825.0,2.8,Start
Marcelė Kubiliūtė,Lithuania,784053540.0,2.8,Stub
Česlovas Juršėnas,Lithuania,785779861.0,2.8,Stub
Juozas Tūbelis,Lithuania,785782840.0,2.8,Start
Romualda Hofertienė,Lithuania,787013818.0,2.8,Stub
Povilas Aksomaitis,Lithuania,787283738.0,2.8,Stub
Naphtali Friedman,Lithuania,787336719.0,2.8,Stub
Irena Degutienė,Lithuania,787394132.0,2.8,Start
Bronislovas Lubys,Lithuania,787599000.0,2.8,Stub
Dalius Čekuolis,Lithuania,787981945.0,2.8,Start
Viktoras Pranckietis,Lithuania,788001770.0,2.8,Start
